Reference_SiO2,,Sample_A,,Sample_B,,Sample_C,,Sample_D,,Sample_E,,Sample_F,,Sample_G,,Sample_G_flipped,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
1012.991882,-0.0006077394937,1012.991882,0.002070004353,1012.991882,0.02841001563,1012.991882,0.003687326796,1012.991882,-0.0002522631548,1012.991882,0.02923465334,1012.991882,0.01431998331,1012.991882,0.0003483059118,1012.991882,0.001764446497,
1011.993774,-9.820026025E-005,1011.993774,0.001476973412,1011.993774,0.02937292308,1011.993774,0.004907621071,1011.993774,0.0004001224879,1011.993774,0.02882494591,1011.993774,0.01538300514,1011.993774,0.0007085329853,1011.993774,0.003465894144,
1010.994995,-0.001901968266,1010.994995,0.001559760887,1010.994995,0.0282117445,1010.994995,0.004075680394,1010.994995,-0.001740187756,1010.994995,0.02856237069,1010.994995,0.01275541075,1010.994995,0.001047780854,1010.994995,0.001596548827,
1009.995667,9.042910096E-005,1009.995667,0.001978252083,1009.995667,0.03126889095,1009.995667,0.005260987673,1009.995667,0.001834186958,1009.995667,0.02904740907,1009.995667,0.01628310792,1009.995667,0.001891952823,1009.995667,0.00358844595,
1008.995667,-0.0004547853605,1008.995667,0.003032907611,1008.995667,0.02877181023,1008.995667,0.003891555127,1008.995667,4.851301492E-005,1008.995667,0.02947552688,1008.995667,0.01423421968,1008.995667,0.00267603551,1008.995667,0.002502812305,
1007.994995,0.000500638329,1007.994995,0.002410604153,1007.994995,0.02996058762,1007.994995,0.004244748969,1007.994995,-2.764533383E-005,1007.994995,0.03127982467,1007.994995,0.01331056189,1007.994995,-0.0003250578593,1007.994995,0.001490661991,
1006.993774,0.001446402865,1006.993774,0.002472325694,1006.993774,0.02902075648,1006.993774,0.005022331607,1006.993774,-0.0008763389196,1006.993774,0.0324116759,1006.993774,0.01607990079,1006.993774,0.001176504418,1006.993774,0.003877816722,
1005.992004,0.0002668627712,1005.992004,0.00182420481,1005.992004,0.0289515201,1005.992004,0.004435431212,1005.992004,-0.0003489062074,1005.992004,0.03204407915,1005.992004,0.01452145912,1005.992004,0.001758182654,1005.992004,0.00257556187,
1004.989441,-2.070872597E-006,1004.989441,0.0003982051567,1004.989441,0.03080371022,1004.989441,0.00562426541,1004.989441,-0.0002079698315,1004.989441,0.03099657968,1004.989441,0.01594222523,1004.989441,0.001802473562,1004.989441,0.005051871762,
1003.986389,0.000344782602,1003.986389,0.003001680132,1003.986389,0.02934625186,1003.986389,0.005374218803,1003.986389,0.0001155444479,1003.986389,0.03132931888,1003.986389,0.01556278579,1003.986389,0.001269177999,1003.986389,0.002351233736,
1003.014099,-0.0001801289764,1003.014099,0.004004560411,1003.014099,0.02985002287,1003.014099,0.005922632758,1003.014099,0.0001004491714,1003.014099,0.03220181167,1003.014099,0.01528383885,1003.014099,0.001423158334,1003.014099,0.00301025575,
1002.009827,0.001862626988,1002.009827,0.003245487111,1002.009827,0.03035204485,1002.009827,0.004016473889,1002.009827,-0.0003159527259,1002.009827,0.03221087158,1002.009827,0.01577232778,1002.009827,0.002016245853,1002.009827,0.002490393585,
1001.004822,0.001169678057,1001.004822,0.003388403682,1001.004822,0.03065476008,1001.004822,0.00654683914,1001.004822,0.001118600019,1001.004822,0.03135010228,1001.004822,0.01601137966,1001.004822,0.002835726598,1001.004822,0.002829551697,
999.9993286,0.0002536271058,999.9993286,0.001848094747,999.9993286,0.02973022684,999.9993286,0.006923109293,999.9993286,0.0004451301647,999.9993286,0.0330337435,999.9993286,0.01570970751,999.9993286,0.001878459589,999.9993286,0.003579702228,
